id,status,origin,area,concept_id,daily_id,type,difficulty,question,option1,option2,option3,option4,answer,step1_core,step2_detail,step3_trap,option_reason1,option_reason2,option_reason3,option_reason4,source_refs,memory_hook,legacy_daily_id,active_daily_id,learning_pool,fact_id
QRC2-216,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-09,D68,기준형,3,이익잉여금처분계산서에서 전기오류수정손익을 반영하는 기준으로 옳은 것은?,금액과 관계없이 경미한 오류만 반영한다,모든 오류에 반드시 반영한다,총회가 원하면 아무 오류나 반영한다,중대한 오류인 경우에만 해당한다,4,전기오류수정손익은 중대한 오류인 경우에만 해당한다.,회계준칙 별지 6의 주석은 전기오류수정손익의 적용 범위를 “중대한 오류”로 한정한다.,서식에 항목이 있다는 이유만으로 모든 전기 오류를 해당 항목에 넣는 것으로 오해하면 안 된다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,회계준칙 [별지 6] 이익잉여금처분계산서,전기오류수정손익 = 중대한 오류만,D68,D05,FOCUS,
QRC2-217,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-09,D68,기준형,3,상환회계의 출자 배당금 분담 한도는 해당 회계 당기순이익의 얼마 이내인가?,65% 이내,70% 이내,100% 이내,50% 이내,1,상환회계는 해당 회계 당기순이익의 65% 이내에서 배당금을 분담한다.,회계업무방법 별표 1은 상환회계에 대해 당기순이익을 기준으로 배당금 분담 상한을 100분의 65로 둔다.,배당률 자체와 회계 간 배당금 분담 한도를 혼동하지 않아야 한다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계업무방법 [별표 1] 회계별 당기순손익(이익잉여금) 처분 및 출자 배당금 회계처리,상환회계 배당분담 ≤ 당기순이익 65%,D68,D05,FOCUS,
QRC2-218,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-12,D76,기준형,3,대체투자자산 공정가치 산정 시 후순위(에쿼티) 자산이 회수의문으로 분류된 경우 취득가액 대비 차감률은?,100%,60%,40%,50%,2,후순위(에쿼티)·회수의문의 차감률은 60%이다.,"별표 2의 차감률 표는 순위와 건전성 분류를 교차해 적용한다. 후순위는 정상 0, 요주의 15, 고정 25, 회수의문 60, 추정손실 100%이다.",중순위 회수의문 50%와 후순위 회수의문 60%를 바꾸어 출제하기 쉽다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계업무방법 [별표 2] 대체투자자산의 공정가치 산정을 위한 취득가액 대비 차감율,후순위 회수의문 = 60%,D76,D05,FOCUS,
QRC2-219,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-05,D42,기준형,3,자본적정성 4등급(취약)의 핵심 상태는?,자본 충분,도산 예상,자본 현저히 부족·외부지원 필요,자본 적정,3,정답: 자본 현저히 부족·외부지원 필요,새마을금고 감독기준 [별표 5] 경영실태평가등급별 정의 기준: 자본적정성 4등급(취약)은 위험규모에 비해 자본이 현저하게 부족하여 외부 자금지원이 필요한 상태입니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「자본 현저히 부족·외부지원 필요」입니다.,오답: 공식자료의 기준은 「자본 현저히 부족·외부지원 필요」입니다.,정답: 자본적정성 4등급(취약)은 위험규모에 비해 자본이 현저하게 부족하여 외부 자금지원이 필요한 상태입니다.,오답: 공식자료의 기준은 「자본 현저히 부족·외부지원 필요」입니다.,새마을금고 감독기준 [별표 5] 경영실태평가등급별 정의,자본 현저히 부족·외부지원 필요,D42,D04,FOCUS,
QRC2-220,RELEASE_READY,SUPPLEMENT_REBUILD_C7,감독·검사·제재·공시,SUP-02,D32,기준형,3,과태료의 최종 부과금액을 결정할 때 10만원 단위 미만의 금액은 어떻게 처리하는가?,반올림한다,그대로 합산한다,절사한다,절상한다,3,10만원 단위 미만의 금액은 절사한다.,감독기준 별표 10은 최종 과태료 부과금액 결정 시 10만원 단위 미만 금액의 처리방법을 절사로 정한다.,10만원 미만 과태료 면제 규정과 “10만원 단위 미만 절사”를 같은 규정으로 혼동하지 않아야 한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,새마을금고 감독기준 [별표 10] 과태료 부과기준(제9조제8항 관련),과태료 끝자리 = 10만원 단위 미만 절사,D32,D04,FOCUS,
QRC2-221,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-05,D51,기준형,3,손절매 기준 변경사유와 함께 첨부할 것은?,손절매 기준,객관적인 증빙자료,취득금액,평가금액,2,정답: 객관적인 증빙자료,새마을금고 감독기준 시행세칙 [별지 11] 유가증권 손절매 기준 (변경)심의 의결서 기준: 손절매 기준 변경심의 의결서에는 변경사유에 대한 객관적인 증빙자료를 첨부합니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「객관적인 증빙자료」입니다.,정답: 손절매 기준 변경심의 의결서에는 변경사유에 대한 객관적인 증빙자료를 첨부합니다.,오답: 공식자료의 기준은 「객관적인 증빙자료」입니다.,오답: 공식자료의 기준은 「객관적인 증빙자료」입니다.,새마을금고 감독기준 시행세칙 [별지 11] 유가증권 손절매 기준 (변경)심의 의결서,객관적인 증빙자료,D51,D02,FOCUS,
QRC2-222,RELEASE_READY,SUPPLEMENT_REBUILD_C7,여유자금·유가증권·리스크,INV-05,D51,기준형,3,손절매 대상 유가증권의 매도유보 사유로 서식에 명시된 것은?,급격한 유동성 위축 등으로 즉시 매도가 불가능한 경우,손실을 숨기기 위해 매도를 무기한 연기하는 경우,손절매 기준을 초과하면 사유 없이 자동 유보하는 경우,담당자가 단순히 매도하기 싫어하는 경우,1,급격한 유동성 위축 등 즉시 매도가 불가능한 경우는 매도유보 사유 중 하나이다.,"별지 12는 가격회복 기대, 급격한 유동성 위축, 계속보유 효익, 시장상황 등 구체적인 유보사유를 제시한다.",매도유보는 임의 회피가 아니라 서식에 적시된 합리적 사유와 심의가 전제된다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,새마을금고 감독기준 시행세칙 [별지 12] 손절매 대상 유가증권 매도유보 심의 의결서,매도유보 = 유동성 위축 등 객관 사유,D51,D02,FOCUS,
QRC2-223,RELEASE_READY,SUPPLEMENT_REBUILD_C7,여유자금·유가증권·리스크,INV-02,D48,기준형,3,여유자금 운용 한도 심의 의결서에서 동일회사 발행 채권 투자한도를 나누어 표시하는 신용등급 구분은?,A- 이하 / AA0 이상,BBB- 이하 / BBB 이상,AA- 이하 / AA 이상,A0 이하 / A+ 이상,4,동일회사 발행 채권 투자한도는 A0 이하와 A+ 이상으로 구분해 표시한다.,별지 13의 의결사항 표는 전체 채권 한도뿐 아니라 동일회사 발행 채권 투자한도를 A0 이하와 A+ 이상으로 나누어 적도록 한다.,일반 무보증채의 최저 신용등급 요건과 리스크관리위원회 한도 구분을 혼동하기 쉽다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,새마을금고 감독기준 시행세칙 [별지 13] 여유자금 운용 한도 심의 의결서,동일회사 채권 한도 = A0↓ / A+↑,D48,D05,FOCUS,
QRC2-224,RELEASE_READY,SUPPLEMENT_REBUILD_C7,여유자금·유가증권·리스크,INV-03,D49,기준형,3,채권가격 적정여부 검토 시 거래가능금액을 확인해야 하는 증권사는 최소 몇 개 이상인가?,4개 이상,1개 이상,2개 이상,3개 이상,3,최소 2개 이상의 증권사에서 거래가능금액을 확인한다.,별표 4는 채권의 매입·매도 가격 적정성을 비교하기 위해 증권사 거래가능금액을 최소 2개 이상 확인하도록 한다.,신용평가사 수와 증권사 가격확인 수를 혼동하지 않아야 한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,새마을금고 감독기준 시행세칙 [별표 4] 채권가격 적정여부 검토서,채권가격 비교 = 증권사 최소 2곳,D49,D02,FOCUS,
QRC2-225,RELEASE_READY,SUPPLEMENT_REBUILD_C7,여유자금·유가증권·리스크,INV-06,D52,기준형,3,출자전환 지분증권의 기한 내 처분계획 표에서 “처분 예상액”과 함께 표시하는 비율은?,유가증권 총액 대비 비율,전체 대비 비율,자기자본 대비 비율,취득가액 대비 손실률,2,처분 예상액과 함께 전체 대비 비율을 표시한다.,"별표 5의2의 기한 내 처분계획에는 기간, 처분 주식, 처분 예상액, 전체 대비 비율, 비고를 기재한다.",처분계획의 “전체 대비 비율”을 손실률이나 자기자본 한도와 혼동하기 쉽다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,새마을금고 감독기준 시행세칙 [별표 5의2] 출자전환 지분증권 기한내 처분계획서,처분계획 = 예상액 + 전체대비%,D52,D02,FOCUS,
QRC2-226,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-06,D44,기준형,3,신규 저축성 예수금 금리 상한의 기준 시점은?,소속 협의회 전월말,전년도 말,직전 분기 말,당일,1,정답: 소속 협의회 전월말,"새마을금고 감독기준 시행세칙 [별표 10] 적기시정조치(요구,명령)시 포함시켜야할 이행사항 기준: 신규 저축성 예수금 금리는 소속 협의회 전월말 저축성 예수금 가중평균 금리(월중신규) 이내에서 운용하며 우대금리를 포함합니다.",조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,정답: 신규 저축성 예수금 금리는 소속 협의회 전월말 저축성 예수금 가중평균 금리(월중신규) 이내에서 운용하며 우대금리를 포함합니다.,오답: 공식자료의 기준은 「소속 협의회 전월말」입니다.,오답: 공식자료의 기준은 「소속 협의회 전월말」입니다.,오답: 공식자료의 기준은 「소속 협의회 전월말」입니다.,"새마을금고 감독기준 시행세칙 [별표 10] 적기시정조치(요구,명령)시 포함시켜야할 이행사항",소속 협의회 전월말,D44,D04,FOCUS,
QRC2-227,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,재무상태표(결산용)에서 가계자금대출·기업자금대출·공공및정책자금대출·농어민자금대출이 속하는 자산 항목은?,Ⅰ. 현금 및 예치금,Ⅴ. 기타자산,Ⅱ. 유가증권,Ⅲ. 대출채권,4,해당 대출 항목들은 Ⅲ. 대출채권에 속한다.,별지 1의 자산 분류에서 대출채권은 가계·기업·공공및정책·농어민 등 세부 대출 계정을 묶어 표시한다.,정책자금이라는 이름 때문에 기타자산이나 유가증권으로 오인하지 않아야 한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,회계준칙 [별지 1] 재무상태표(결산용),가계·기업·정책·농어민 대출 → Ⅲ 대출채권,D55,D05,FOCUS,
QRC2-228,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,손익계산서(결산용)에서 대손상각비가 속하는 영업비용 세부 항목은?,이자비용,수수료비용,대출채권평가 및 처분손실,판매비와 관리비,3,대손상각비는 영업비용 중 대출채권평가 및 처분손실에 포함된다.,별지 2는 영업비용의 (3) 대출채권평가 및 처분손실 아래에 대출채권처분손실과 대손상각비를 둔다.,대손상각비를 판매비와관리비의 일반 비용으로 분류하는 오류가 흔하다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계준칙 [별지 2] 손익계산서(결산용),대손상각비 → 대출채권평가·처분손실,D55,D05,QUICK,
QRC2-229,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,현금흐름표(직접법)에서 출자금의 납입은 어느 활동의 현금 유입으로 표시되는가?,영업활동으로 인한 현금 유입,재무활동으로 인한 현금 유입,투자활동으로 인한 현금 유입,현금흐름에서 제외,2,출자금의 납입은 재무활동으로 인한 현금 유입이다.,"별지 3은 재무활동 현금 유입액에 예수부채 순예수액, 차입부채 차입, 출자금 납입을 열거한다.",출자금이 자본 항목이라는 점은 맞지만 현금흐름표에서는 “재무활동”으로 분류한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계준칙 [별지 3] 현금흐름표(직접법),출자금 납입 = 재무활동 유입,D55,D05,FOCUS,
QRC2-230,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,현금흐름표(간접법)에서 영업활동으로 인한 현금흐름 계산의 첫 출발 항목은?,기초 현금 및 예치금,출자금의 납입,토지의 처분,당기순이익(손실),4,간접법은 당기순이익(손실)에서 출발한다.,별지 4의 영업활동 현금흐름은 1. 당기순이익(손실)을 제시한 뒤 현금 유출이 없는 비용 등을 가산·차감한다.,직접법의 실제 현금 유입·유출 항목과 간접법의 당기순이익 조정 방식을 구분해야 한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,회계준칙 [별지 4] 현금흐름표(간접법),간접법 시작 = 당기순이익,D55,D05,QUICK,
QRC2-231,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,자본변동표의 자본 구성항목 열에 포함되는 것은?,기타포괄손익누계액,현금및예치금,대출채권,영업수익,1,자본변동표의 열에는 기타포괄손익누계액이 포함된다.,"별지 5의 자본변동표는 출자금, 자본잉여금, 자본조정, 기타포괄손익누계액, 이익잉여금, 총계의 열로 구성된다.",손익계산서·재무상태표 계정과 자본변동표의 자본 구성요소를 섞지 않아야 한다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계준칙 [별지 5] 자본변동표,자본변동표 열 = 출자·잉여·조정·기타포괄·이익잉여,D55,D05,FOCUS,
QRC2-232,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-09,D68,표·서식형,2,결손금처리계산서에서 Ⅱ. 결손금처리액의 첫 번째 항목은?,법정적립금이입액,특별적립금이입액,차기이월결손금,임의적립금이입액,2,결손금처리액의 첫 번째 항목은 특별적립금이입액이다.,"별지 7은 결손금처리액 아래에 1. 특별적립금이입액, 2. 임의적립금이입액 순으로 표시한다.",이익잉여금 “처분” 항목과 결손금 “처리” 항목의 순서를 혼동하지 않아야 한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계준칙 [별지 7] 결손금처리계산서,결손 처리 1번 = 특별적립금 이입,D68,D05,FOCUS,
QRC2-233,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,특별회계 요약 재무상태표에서 Ⅱ. 비유동자산의 세부 항목 조합으로 옳은 것은?,출자금·자본잉여금·이익잉여금,현금·예치금·대출채권,투자자산·유형자산·무형자산,예수부채·차입부채·기타부채,3,비유동자산은 투자자산·유형자산·무형자산으로 구분된다.,"별지 8의 특별회계 요약 재무상태표는 비유동자산의 세부 항목을 투자자산, 유형자산, 무형자산으로 제시한다.",부채나 자본의 구성항목을 자산 세부항목과 섞은 선택지를 주의해야 한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계준칙 [별지 8] 특별회계 요약 재무상태표,특별회계 비유동 = 투자·유형·무형,D55,D05,FOCUS,
QRC2-234,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,특별회계 요약 손익계산서에서 Ⅳ. 영업손익 다음에 오는 항목은?,Ⅵ. 영업외 비용,법인세비용,당기순이익,Ⅴ. 영업외 수익,4,Ⅳ. 영업손익 다음은 Ⅴ. 영업외 수익이다.,별지 9의 순서는 매출액(영업수익) → 매출원가(영업비용) → 판매비와관리비 → 영업손익 → 영업외 수익 → 영업외 비용 순이다.,일반 손익계산서의 세부 항목을 떠올리기보다 특별회계 요약 서식의 배열을 확인해야 한다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,회계준칙 [별지 9] 특별회계 요약 손익계산서,특별회계 P/L: 영업손익 → 영업외수익 → 영업외비용,D55,D05,FOCUS,
QRC2-235,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,재무상태표(일반조회용)의 금액 표시 열 구성으로 옳은 것은?,금액·차변·대변,당기·전기·증감,금액·예산·실적,원가·시가·평가손익,1,일반조회용 재무상태표는 금액·차변·대변 열을 둔다.,"별지 10의 일반조회용 서식은 결산용의 당기·전기 비교 형식과 달리 과목 옆에 금액, 차변, 대변을 표시한다.",결산용 재무상태표의 당기·전기 금액 열과 일반조회용의 차변·대변 열을 구분해야 한다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계준칙 [별지 10] 재무상태표(일반조회용),일반조회 B/S = 금액·차변·대변,D55,D05,FOCUS,
QRC2-236,RELEASE_READY,SUPPLEMENT_REBUILD_C7,회계·재무·결산,ACC-02,D55,표·서식형,2,손익계산서(일반조회용)에서 카드수입수수료가 속하는 항목은?,영업비용의 수수료비용,영업수익의 수수료수익,영업외수익의 투자자산수익,이자수익,2,카드수입수수료는 영업수익 중 수수료수익에 포함된다.,"별지 11은 영업수익의 (4) 수수료수익 아래에 수입수수료, 공제수입수수료, 카드수입수수료를 열거한다.",“수수료”라는 단어만 보고 수수료비용으로 분류하지 않아야 한다. 카드수입수수료는 수익이다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,회계준칙 [별지 11] 손익계산서(일반조회용),카드수입수수료 = 영업수익·수수료수익,D55,D05,FOCUS,
QRC2-237,RELEASE_READY,SUPPLEMENT_REBUILD_C7,건전성·경영실태평가,PRU-02,D39,표·서식형,2,고정이하분류자산명세표 작성 시 대출금과 여신성가지급금은 어떤 단위로 합산하는가?,동일 상품 단위,동일 담보물 단위,동일 채무자 단위,동일 지점 단위,3,대출금과 여신성가지급금은 동일 채무자 단위로 합산한다.,별표 7의 작성 주석은 고정이하분류자산을 파악할 때 대출금과 여신성가지급금을 동일 채무자 단위로 합산하도록 한다.,담보 단위가 아니라 채무자 단위라는 점이 핵심이다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,새마을금고 감독기준 [별표 7] 고정이하분류자산명세표,"고정이하 명세 = 대출+여신성가지급금, 채무자별 합산",D39,D03,FOCUS,
QRC2-238,RELEASE_READY,SUPPLEMENT_REBUILD_C7,중앙회,CEN-07,D89,표·서식형,2,중앙회의 경영건전성 업무보고서는 원칙적으로 매분기 언제까지 장관에게 제출하는가?,정기총회 종료 후 1개월 이내,분기 종료 후 2주 이내,다음다음 달 말일까지,다음 달 말일까지,4,분기 업무보고서는 원칙적으로 매분기 다음 달 말일까지 제출한다.,"감독기준 제47조는 중앙회가 별표 9에 따른 경영건전성 업무보고서를 매분기 다음 달 말일까지 장관에게 제출하도록 한다. 반기 자료는 다음다음 달 말일까지, 회계연도말은 정기총회 종료 후 2주 이내라는 별도 기한이 있다.",반기 자료의 “다음다음 달 말일”과 일반 분기 자료의 “다음 달 말일”을 바꾸어 외우기 쉽다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,정답: 원자료의 직접 기준과 일치합니다.,새마을금고 감독기준 제47조 (업무보고서) | 새마을금고 감독기준 [별표 9] 업무보고서,"중앙회 업무보고: 분기=다음 달 말, 반기=다음다음 달 말",D89,D02,FOCUS,
QRC2-239,RELEASE_READY,SUPPLEMENT_REBUILD_C7,감독·검사·제재·공시,SUP-04,D36,표·서식형,2,새마을금고 현황 정기공시 서식의 공시자료 작성기준일은?,결산일 현재,매월 말 현재,공시일 직전 영업일 현재,정기총회 개최일 현재,1,정기공시 자료의 작성기준일은 결산일 현재이다.,시행세칙 별지 5의 새마을금고 현황 서식은 본 공시자료의 작성기준일을 결산일 현재로 명시한다.,“공시하는 날”과 “공시자료의 작성기준일”은 다를 수 있다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,새마을금고 감독기준 시행세칙 [별지 5] 새마을금고 현황,정기공시 현황 = 결산일 현재,D36,D05,FOCUS,
QRC2-240,RELEASE_READY,SUPPLEMENT_REBUILD_C7,감독·검사·제재·공시,SUP-04,D36,표·서식형,2,수시공시현황 서식의 자료 작성기준일은?,수시공시 사유발생일 현재,직전 결산일 현재,매 분기 말 현재,정기총회 종료일 현재,1,수시공시 자료의 작성기준일은 수시공시 사유발생일 현재이다.,시행세칙 별지 6은 수시공시의 성격에 맞게 자료 작성기준일을 수시공시 사유발생일 현재로 정한다.,정기공시의 결산일 기준과 수시공시의 사유발생일 기준을 서로 바꾸어 출제하기 쉽다.,정답: 원자료의 직접 기준과 일치합니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,오답: 원자료가 정한 항목·수치·분류 또는 적용조건과 일치하지 않습니다.,새마을금고 감독기준 시행세칙 [별지 6] 수시공시현황,수시공시 = 사유발생일 현재,D36,D05,FOCUS,
QDB3-001,SOURCE_GROUNDED_ACTIVE_V015,SOURCE_GROUNDED_V015,기본·설립·정관,FND-01,,개념형,2,새마을금고법상 “금고”의 법적 성격으로 옳은 것은?,영리를 목적으로 하는 주식회사,이 법에 따라 설립된 비영리법인,지방자치단체가 출자한 지방공기업,회원이 임의로 구성한 비법인사단,2,금고는 새마을금고법에 따라 설립된 비영리법인입니다.,법은 금고를 법에 따라 설립된 비영리법인인 새마을금고로 정의합니다.,협동조직이라는 성격과 법적 형태인 비영리법인을 구분해야 합니다.,오답: 원자료의 기준과 일치하지 않습니다.,정답: 금고는 새마을금고법에 따라 설립된 비영리법인입니다.,오답: 원자료의 기준과 일치하지 않습니다.,오답: 원자료의 기준과 일치하지 않습니다.,새마을금고법 제2조 (정의와 명칭),금고 = 비영리법인,,D01,FOCUS,
QDB3-002,SOURCE_GROUNDED_ACTIVE_V015,SOURCE_GROUNDED_V015,기본·설립·정관,FND-01,,금지형,3,금고나 중앙회가 아닌 자의 명칭 사용에 관한 설명으로 옳은 것은?,“새마을금고” 또는 이와 유사한 명칭을 사용할 수 없다,지역명만 붙이면 “새마을금고” 명칭을 사용할 수 있다,비영리단체라면 동일 명칭을 사용할 수 있다,중앙회의 사후신고만 하면 유사 명칭을 사용할 수 있다,1,금고나 중앙회가 아니면 “새마을금고” 또는 이와 유사한 명칭을 사용할 수 없습니다.,명칭 보호는 유사 명칭까지 포함합니다.,단순히 지역명이나 비영리 여부를 붙이는 것으로 예외가 되지 않습니다.,정답: 금고나 중앙회가 아니면 “새마을금고” 또는 이와 유사한 명칭을 사용할 수 없습니다.,오답: 원자료의 기준과 일치하지 않습니다.,오답: 원자료의 기준과 일치하지 않습니다.,오답: 원자료의 기준과 일치하지 않습니다.,새마을금고법 제2조 (정의와 명칭),유사 명칭도 금지,,D01,FOCUS,
